"id","sire","dam","sex","gen","birth","exit","age","fromCenter"
"J1SX9Q","8GSXTQ","23T5N2","F",6,"2008-07-29",NA,11.1,TRUE
"2DA5K8","LT00CV","FWL00Q","F",6,"2013-03-27",NA,6.4,TRUE
"0BNY0G","8GSXTQ","23T5N2","F",6,"2013-05-01",NA,6.3,TRUE
"K9X9T3","7WQYLL","MZQCZB","F",6,"2013-08-07",NA,6.1,TRUE
"ZPVN1V","FIL6AB","SBKELE","F",6,"2013-08-08",NA,6,TRUE
"0F4FY1","FIL6AB","W37STC","F",6,"2013-09-07",NA,6,TRUE
"K1HTZ8","FIL6AB","HWQS19","F",6,"2013-11-27",NA,5.7,TRUE
"K0M2RD","FIL6AB","95XZY9","F",6,"2013-12-21",NA,5.7,TRUE
"E01N02","F5M8IL","YJXSIZ","F",6,"2003-04-05",NA,16.4,TRUE
"ZZMDQ0","ED5PDV","YY7782","F",6,"2006-05-18",NA,13.3,TRUE
"RK53PX","F5M8IL","4R7L88","M",6,"2006-06-15",NA,13.2,TRUE
"RR1711","VTZFWZ","LLYLLX","M",6,"2006-06-18",NA,13.2,TRUE
"306H5X","0P4BCQ","MQ0ZWN","F",6,"2007-07-05",NA,12.1,TRUE
"TFSCLL","A7YLIQ","GZFGFQ","F",6,"2007-07-22",NA,12.1,TRUE
"H6GMER","2EHR2W","S7MA0G","F",6,"2008-04-25",NA,11.3,TRUE
"2EQ54B","4DMIW1","3RYHBP","F",6,"2013-06-29",NA,6.2,TRUE
"JJ3LDY","Q82XRQ","KUY2ED","F",6,"2013-09-13",NA,5.9,TRUE
"ZP1T7Z","81MJXH","97D38B","M",6,"2001-04-28",NA,18.3,TRUE
"8W81GT","IQLWH8","GBLFXN","F",6,"2000-06-16",NA,19.2,TRUE
"WW4JIT","ZP1T7Z","EKP7IN","F",7,"2005-05-07",NA,14.3,TRUE
"6CVAJM","LVK7AI","5LLJMI","F",7,"2005-05-16",NA,14.3,TRUE
"XW778S","LT00CV","H6GMER","F",7,"2013-04-13",NA,6.4,TRUE
"MAW987","7VEH10","306H5X","F",7,"2013-05-31",NA,6.2,TRUE
"N0DGS1","7WQYLL","0HV868","F",7,"2013-05-21",NA,6.3,TRUE
"LDTVKR","7WQYLL","J1SX9Q","F",7,"2013-07-04",NA,6.1,TRUE
"CEIDU5","EFZPSL","JR9YMU","F",7,"2013-08-02",NA,6.1,TRUE
"FHHNGA","LVK7AI","5LXR2A","F",7,"2013-11-02",NA,5.8,TRUE
"K93DCQ","8GSXTQ","T8EB3B","F",7,"2013-10-21",NA,5.8,TRUE
"W7AVCH","LVK7AI","8NQX52","F",7,"2013-10-23",NA,5.8,TRUE
"0IG0ZS","BB0JP9","8W81GT","F",7,"2006-05-03",NA,13.3,TRUE
"DA82MT","J4ZDIU","TFSCLL","F",7,"2013-06-01",NA,6.2,TRUE
"MAZX6R","RR1711","9PDPW7","F",7,"2013-07-19",NA,6.1,TRUE
"7UMJ31","RK53PX","ZZMDQ0","F",7,"2013-07-11",NA,6.1,TRUE
"QSUYI1","A7YLIQ","E01N02","F",7,"2013-08-15",NA,6,TRUE
"4A4EC5","RR1711","J85R4L","F",7,"2013-09-15",NA,5.9,TRUE
"9RHBJ9","HH66K6","6CVAJM","F",8,"2013-06-30",NA,6.2,TRUE
"GBANSD","HH66K6","WW4JIT","F",8,"2013-08-04",NA,6.1,TRUE
"7I0TU2","RK53PX","0IG0ZS","F",8,"2013-07-12",NA,6.1,TRUE
